"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"GF_ALTHOUGH_FINITE_VS_DESPITE_NOMINAL","文法規則：Although before a finite clause; despite before a nominal or gerund","conjunction","GF_ALTHOUGH_FINITE_VS_DESPITE_NOMINAL","[""generated:set20_21_legacy_integration"",""family:GF_ALTHOUGH_FINITE_VS_DESPITE_NOMINAL"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:clause_pattern"",""source_rule:CONJ.ALTHOUGH.FINITE.NOT_DESPITE""]","despite","although","although 後面接完整分句；despite 後面接名詞或動名詞。 [規則族：GF_ALTHOUGH_FINITE_VS_DESPITE_NOMINAL；來源規則：CONJ.ALTHOUGH.FINITE.NOT_DESPITE.v1。]","[""although""]","[""despite""]","[]","British English","approved","1","Edmund Sir"
"GF_AMONG_GROUP","文法規則：Among group","preposition","GF_AMONG_GROUP","[""generated:set20_21_legacy_integration"",""family:GF_AMONG_GROUP"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:semantic_role_frame"",""source_rule:PREP.AMONG.GROUP""]","between","among","表示某選項在一個多人群體中最受歡迎，用 among。between 主要連接兩個明確項目。 [規則族：GF_AMONG_GROUP；來源規則：PREP.AMONG.GROUP.v1。]","[""among""]","[""between""]","[]","British English","approved","1","Edmund Sir"
"GF_ANOTHER_SINGULAR_COUNT_NOUN","文法規則：Another selects one singular member of an open set","article_or_determiner","GF_ANOTHER_SINGULAR_COUNT_NOUN","[""generated:set20_21_legacy_integration"",""family:GF_ANOTHER_SINGULAR_COUNT_NOUN"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:morphosyntactic_agreement"",""source_rule:DETERMINER.ANOTHER.SINGULAR_NOUN"",""source_rule:DETERMINER.ANOTHER.SINGULAR_OPEN_SET""]","other","another","單數可數名詞前表示另一個，用 another。other 通常配複數名詞或帶另一限定詞。 [規則族：GF_ANOTHER_SINGULAR_COUNT_NOUN；來源規則：DETERMINER.ANOTHER.SINGULAR_NOUN.v1, DETERMINER.ANOTHER.SINGULAR_OPEN_SET.v1。]","[""another""]","[""other""]","[]","British English","approved","1","Edmund Sir"
"GF_AS_MANY_AS_PLURAL_COUNT","文法規則：As many as plural count","countability","GF_AS_MANY_AS_PLURAL_COUNT","[""generated:set20_21_legacy_integration"",""family:GF_AS_MANY_AS_PLURAL_COUNT"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:morphosyntactic_agreement"",""source_rule:QUANTIFIER.AS_MANY_AS.PLURAL_COUNT""]","much","many","women 是複數可數名詞，因此使用 as many as。as much as 修飾不可數名詞。 [規則族：GF_AS_MANY_AS_PLURAL_COUNT；來源規則：QUANTIFIER.AS_MANY_AS.PLURAL_COUNT.v1。]","[""many""]","[""much""]","[]","British English","approved","1","Edmund Sir"
"GF_AS_OPPOSED_TO","文法規則：As opposed to","preposition","GF_AS_OPPOSED_TO","[""generated:set20_21_legacy_integration"",""family:GF_AS_OPPOSED_TO"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:token_morphology_construction"",""source_rule:PREP.AS_OPPOSED_TO""]","with","to","固定比較短語是 as opposed to。 [規則族：GF_AS_OPPOSED_TO；來源規則：PREP.AS_OPPOSED_TO.v1。]","[""to""]","[""with""]","[]","British English","approved","1","Edmund Sir"
"GF_AT_BOTTOM_LOCATION","文法規則：At the bottom of for a location at a container boundary","preposition","GF_AT_BOTTOM_LOCATION","[""generated:set20_21_legacy_integration"",""family:GF_AT_BOTTOM_LOCATION"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:spatial_semantics"",""source_rule:PREP.AT_THE_BOTTOM_OF""]","in","at","表示位於容器底部的位置，通常使用 at the bottom of。in the bottom 可指物體內部的底層部分，語意不同。 [規則族：GF_AT_BOTTOM_LOCATION；來源規則：PREP.AT_THE_BOTTOM_OF.v1。]","[""at""]","[""in""]","[]","British English","approved","1","Edmund Sir"
"GF_ATTRIBUTIVE_COMPOUND_HYPHENATION","文法規則：Hyphenate a multiword attributive compound under the selected style guide","singular_plural","GF_ATTRIBUTIVE_COMPOUND_HYPHENATION","[""generated:set20_21_legacy_integration"",""family:GF_ATTRIBUTIVE_COMPOUND_HYPHENATION"",""classification:style"",""execution_policy:guidance_only"",""matcher_type:orthographic_style"",""source_rule:NOUN.QUALITY_CONTROL.ATTRIBUTIVE_COMPOUND""]","tests of quality control.","quality-control tests.","quality-control 共同放在 tests 前作複合修飾語，因此加連字號。two tests for quality control 也是可接受替代。 [規則族：GF_ATTRIBUTIVE_COMPOUND_HYPHENATION；來源規則：NOUN.QUALITY_CONTROL.ATTRIBUTIVE_COMPOUND.v1。]","[""quality-control tests.""]","[""tests of quality control.""]","[]","British English","approved","1","Edmund Sir"
"GF_CAPABLE_OF_GERUND","文法規則：Capable of a noun or gerund","word_form","GF_CAPABLE_OF_GERUND","[""generated:set20_21_legacy_integration"",""family:GF_CAPABLE_OF_GERUND"",""classification:lexical_frame"",""execution_policy:local_auto"",""matcher_type:lexical_frame"",""source_rule:ADJ.CAPABLE.OF.GERUND""]","to reach","of reaching","固定結構是 capable of + 名詞／動名詞。 [規則族：GF_CAPABLE_OF_GERUND；來源規則：ADJ.CAPABLE.OF.GERUND.v1。]","[""of reaching""]","[""to reach""]","[]","British English","approved","1","Edmund Sir"
"GF_CARDINAL_COUNT_NOUN_PLURAL","文法規則：Plural count noun after a cardinal greater than one or several","article_or_determiner","GF_CARDINAL_COUNT_NOUN_PLURAL","[""generated:set20_21_legacy_integration"",""family:GF_CARDINAL_COUNT_NOUN_PLURAL"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:morphosyntactic_agreement"",""source_rule:ARTICLE.ORDINAL.PLURAL_POSITIONS"",""source_rule:COUNT.NUMBER.OF_EMPLOYEES"",""source_rule:FRACTION.OF_THE_TOTAL_SELECTIONS"",""source_rule:NOUN.NUMERAL.PLURAL"",""source_rule:NOUN.NUMERAL.PLURAL_SELECTIONS"",""source_rule:NOUN.SEVERAL.PLURAL""]","selection.","selections.","大於一的數字後使用複數可數名詞。 [規則族：GF_CARDINAL_COUNT_NOUN_PLURAL；來源規則：ARTICLE.ORDINAL.PLURAL_POSITIONS.v1, COUNT.NUMBER.OF_EMPLOYEES.v1, FRACTION.OF_THE_TOTAL_SELECTIONS.v1, NOUN.NUMERAL.PLURAL.v1, NOUN.NUMERAL.PLURAL_SELECTIONS.v1, NOUN.SEVERAL.PLURAL.v1。]","[""selections."",""benefits,""]","[""selection."",""benefit,""]","[]","British English","approved","1","Edmund Sir"
"GF_CATEGORY_RECORD_ACTIVE_FIGURE","文法規則：Category record active figure","other_grammar","GF_CATEGORY_RECORD_ACTIVE_FIGURE","[""generated:set20_21_legacy_integration"",""family:GF_CATEGORY_RECORD_ACTIVE_FIGURE"",""classification:lexical_frame"",""execution_policy:local_review"",""matcher_type:lexical_frame"",""source_rule:VERB.CATEGORY.RECORD.ACTIVE_FIGURE""]","was recorded","recorded","在圖表描述中，某類別可主動「錄得」一個數值：Private insurance recorded...。被動式需要改換主語。 [規則族：GF_CATEGORY_RECORD_ACTIVE_FIGURE；來源規則：VERB.CATEGORY.RECORD.ACTIVE_FIGURE.v1。]","[""recorded""]","[""was recorded""]","[]","British English","approved","1","Edmund Sir"
"GF_CATEGORY_SELECTION_PASSIVE_BY_AGENT","文法規則：A category is selected by respondents; by introduces the agent","verb_form_or_tense","GF_CATEGORY_SELECTION_PASSIVE_BY_AGENT","[""generated:set20_21_legacy_integration"",""family:GF_CATEGORY_SELECTION_PASSIVE_BY_AGENT"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:semantic_role_frame"",""source_rule:PASSIVE.AGENT.BY_RESPONDENTS"",""source_rule:PASSIVE.CATEGORY.WAS_SELECTED_BY""]","from","by","被動句中選擇該項目的執行者由 by 引出。from 可引出來源或選項集合。 [規則族：GF_CATEGORY_SELECTION_PASSIVE_BY_AGENT；來源規則：PASSIVE.AGENT.BY_RESPONDENTS.v1, PASSIVE.CATEGORY.WAS_SELECTED_BY.v1。]","[""by"",""was selected"",""by 300""]","[""from"",""selected"",""300""]","[]","British English","approved","1","Edmund Sir"
"GF_CLOSE_TO_EACH_OTHER","文法規則：Close to each other","word_form","GF_CLOSE_TO_EACH_OTHER","[""generated:set20_21_legacy_integration"",""family:GF_CLOSE_TO_EACH_OTHER"",""classification:lexical_frame"",""execution_policy:local_review"",""matcher_type:lexical_frame"",""source_rule:ADJ.CLOSE.TO_EACH_OTHER""]","each","to each","表示兩個數值接近，用 close to each other。 [規則族：GF_CLOSE_TO_EACH_OTHER；來源規則：ADJ.CLOSE.TO_EACH_OTHER.v1。]","[""to each""]","[""each""]","[]","British English","approved","1","Edmund Sir"
"GF_COLLECT_FROM_SOURCE","文法規則：Collect from a source","preposition","GF_COLLECT_FROM_SOURCE","[""generated:set20_21_legacy_integration"",""family:GF_COLLECT_FROM_SOURCE"",""classification:lexical_frame"",""execution_policy:local_review"",""matcher_type:lexical_semantic_frame"",""source_rule:PREP.COLLECT.FROM_SOURCE""]","out of","from","表示物品的來源，用 collect from + 地點／人。out of 強調從內部移出。 [規則族：GF_COLLECT_FROM_SOURCE；來源規則：PREP.COLLECT.FROM_SOURCE.v1。]","[""from""]","[""out of""]","[]","British English","approved","1","Edmund Sir"
"GF_COMBINE_WITH_COTHEME","文法規則：Combine one entity with another","preposition","GF_COMBINE_WITH_COTHEME","[""generated:set20_21_legacy_integration"",""family:GF_COMBINE_WITH_COTHEME"",""classification:lexical_frame"",""execution_policy:local_auto"",""matcher_type:lexical_frame"",""source_rule:PREP.COMBINE.WITH""]","to","with","表示兩種材料混合，用 combine A with B。被動式為 A is combined with B。 [規則族：GF_COMBINE_WITH_COTHEME；來源規則：PREP.COMBINE.WITH.v1。]","[""with""]","[""to""]","[]","British English","approved","1","Edmund Sir"
"GF_COMBINED_CATEGORIES_AND_TOGETHER","文法規則：Combined categories and together","parallelism","GF_COMBINED_CATEGORIES_AND_TOGETHER","[""generated:set20_21_legacy_integration"",""family:GF_COMBINED_CATEGORIES_AND_TOGETHER"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:token_morphology_construction"",""source_rule:PARALLEL.COMBINED_CATEGORIES.AND_TOGETHER""]","together with","and","要把兩項的數值相加，可用 A and B together。together with 不一定把兩者組成同等並列主語。 [規則族：GF_COMBINED_CATEGORIES_AND_TOGETHER；來源規則：PARALLEL.COMBINED_CATEGORIES.AND_TOGETHER.v1。]","[""and""]","[""together with""]","[]","British English","approved","1","Edmund Sir"
"GF_COMPARED_WITH_SUPPLEMENT","文法規則：Compared with introduces the intended comparison baseline","infinitive_or_gerund","GF_COMPARED_WITH_SUPPLEMENT","[""generated:set20_21_legacy_integration"",""family:GF_COMPARED_WITH_SUPPLEMENT"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:semantic_role_frame"",""source_rule:PARTICIPLE.COMPARED_WITH.BASELINE"",""source_rule:PARTICIPLE.COMPARED_WITH.FIGURE"",""source_rule:PARTICIPLE.COMPARED_WITH.SUPPLEMENT""]","in comparison","compared","補充比較另一組數值時，可使用過去分詞短語 compared with。原名詞結構並非絕對錯誤，但在此句中較笨重。 [規則族：GF_COMPARED_WITH_SUPPLEMENT；來源規則：PARTICIPLE.COMPARED_WITH.BASELINE.v1, PARTICIPLE.COMPARED_WITH.FIGURE.v1, PARTICIPLE.COMPARED_WITH.SUPPLEMENT.v1。]","[""compared"",""just""]","[""in comparison"",""only""]","[]","British English","approved","1","Edmund Sir"
"GF_COMPLEMENTIZER_WH_EXCLUSION","文法規則：No declarative that immediately before an embedded wh-clause","sentence_structure","GF_COMPLEMENTIZER_WH_EXCLUSION","[""generated:set20_21_legacy_integration"",""family:GF_COMPLEMENTIZER_WH_EXCLUSION"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:dependency_sequence"",""source_rule:CLAUSE.ILLUSTRATE.WH_CLAUSE.NO_THAT""]","that how","how","illustrate 後面可直接接由 how 引出的內容分句，不同時使用 that how。對照：illustrates that the process is efficient。 [規則族：GF_COMPLEMENTIZER_WH_EXCLUSION；來源規則：CLAUSE.ILLUSTRATE.WH_CLAUSE.NO_THAT.v1。]","[""how""]","[""that how""]","[]","British English","approved","1","Edmund Sir"
"GF_CONTEXTUAL_MASS_NOUN_NUMBER","文法規則：Contextual mass-noun number for undifferentiated substances or material","countability","GF_CONTEXTUAL_MASS_NOUN_NUMBER","[""generated:set20_21_legacy_integration"",""family:GF_CONTEXTUAL_MASS_NOUN_NUMBER"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:lexical_sense_discourse"",""source_rule:COUNT.WASTEWATER.UNCOUNTABLE"",""source_rule:COUNT.MATERIAL.GENERIC_UNCOUNTABLE""]","Wastewaters","Wastewater","wastewater 表示廢水整體時通常不可數。不同類別可寫 types of wastewater。 [規則族：GF_CONTEXTUAL_MASS_NOUN_NUMBER；來源規則：COUNT.WASTEWATER.UNCOUNTABLE.v1, COUNT.MATERIAL.GENERIC_UNCOUNTABLE.v1。]","[""Wastewater"",""material""]","[""Wastewaters"",""materials""]","[]","British English","approved","1","Edmund Sir"
"GF_COORDINATE_LIST_FINAL_CONJUNCTION","文法規則：Explicit conjunction before the final item in a prose list","conjunction","GF_COORDINATE_LIST_FINAL_CONJUNCTION","[""generated:set20_21_legacy_integration"",""family:GF_COORDINATE_LIST_FINAL_CONJUNCTION"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:coordination"",""source_rule:CONJ.LIST.FINAL_AND""]","pressure, as well","pressure and","三項並列時，最後一項前用 and。若使用 as well as，必須完整寫出。 [規則族：GF_COORDINATE_LIST_FINAL_CONJUNCTION；來源規則：CONJ.LIST.FINAL_AND.v1。]","[""pressure and""]","[""pressure, as well""]","[]","British English","approved","1","Edmund Sir"
"GF_COORDINATED_FIGURES_AND","文法規則：Coordinated figures and","conjunction","GF_COORDINATED_FIGURES_AND","[""generated:set20_21_legacy_integration"",""family:GF_COORDINATED_FIGURES_AND"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:dependency_construction"",""source_rule:CONJ.COORDINATED_FIGURES.AND""]","beside","and","這裡只是列出兩個平行數值，用 and。beside 表示空間位置。 [規則族：GF_COORDINATED_FIGURES_AND；來源規則：CONJ.COORDINATED_FIGURES.AND.v1。]","[""and""]","[""beside""]","[]","British English","approved","1","Edmund Sir"
"GF_COPULAR_COMPLEMENT_ADJECTIVE","文法規則：Adjective, not manner adverb, as terminal copular complement","other_grammar","GF_COPULAR_COMPLEMENT_ADJECTIVE","[""generated:set20_21_legacy_integration"",""family:GF_COPULAR_COMPLEMENT_ADJECTIVE"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:dependency"",""source_rule:LINKING.BE.ADJECTIVE.MECHANICAL""]","mechanically,","mechanical,","are 是連繫動詞，後面使用形容詞 mechanical 描述 stages，不用副詞 mechanically。 [規則族：GF_COPULAR_COMPLEMENT_ADJECTIVE；來源規則：LINKING.BE.ADJECTIVE.MECHANICAL.v1。]","[""mechanical,""]","[""mechanically,""]","[]","British English","approved","1","Edmund Sir"
"GF_COUNT_NOUN_NUMBER","文法規則：Count noun number follows the construed number of referents","singular_plural","GF_COUNT_NOUN_NUMBER","[""generated:set20_21_legacy_integration"",""family:GF_COUNT_NOUN_NUMBER"",""classification:structural"",""execution_policy:local_review"",""matcher_type:token_morphology_construction"",""source_rule:NOUN.COMPARISONS.BETWEEN.PREFERENCES"",""source_rule:PREP.SIZES.OF_THE_TWO_GROUPS""]","comparison among","comparisons between","比較多組偏好時中心名詞用複數；比較關係用 between；不同選項的偏好用複數 preferences。 [規則族：GF_COUNT_NOUN_NUMBER；來源規則：NOUN.COMPARISONS.BETWEEN.PREFERENCES.v1, PREP.SIZES.OF_THE_TWO_GROUPS.v1。]","[""comparisons between"",""preferences,""]","[""comparison among"",""preference,""]","[]","British English","approved","1","Edmund Sir"
"GF_DEFINITE_COMPARISON_REFERENT","文法規則：Definite article for an already established comparison group or figure","article_or_determiner","GF_DEFINITE_COMPARISON_REFERENT","[""generated:set20_21_legacy_integration"",""family:GF_DEFINITE_COMPARISON_REFERENT"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:discourse_coreference"",""source_rule:ARTICLE.DEFINED_FEMALE_FIGURE.THE"",""source_rule:ARTICLE.DEFINED_GROUP_TOTAL.THE"",""source_rule:ARTICLE.DEFINED_MALE_FIGURE.THE"",""source_rule:ARTICLE.DEFINED_TWO_GROUPS.THE"",""source_rule:ARTICLE.MULTIPLIER.DEFINED_BASE""]","two","the two","這裡指前文已知的男性和女性兩組，因此使用 the。 [規則族：GF_DEFINITE_COMPARISON_REFERENT；來源規則：ARTICLE.DEFINED_FEMALE_FIGURE.THE.v1, ARTICLE.DEFINED_GROUP_TOTAL.THE.v1, ARTICLE.DEFINED_MALE_FIGURE.THE.v1, ARTICLE.DEFINED_TWO_GROUPS.THE.v1, ARTICLE.MULTIPLIER.DEFINED_BASE.v1。]","[""the two"",""the male"",""the female""]","[""two"",""male"",""female""]","[]","British English","approved","1","Edmund Sir"
